name,review,rating,date
ringo_ame,"バトル: 可もなく不可もなく

グラフィック: とても良い

ストーリー: 固有名詞の羅列。感情移入できず、理解も追いつかない。

キャラクター: 単体としては魅力的なキャラクター達だが、世界感とマッチしておらず違和感が強い。例えば雪降り積もる星で出会うブローニャというキャラクターは肩を出すような服を着ている、雪国という風景とマッチせず違和感が強い。

総評: 他のソロプレイ向けターン制RPGゲームと比較するのであれば、オクト〇ストラベラー大陸の覇者・アナザー〇デンのほうが、ストーリーがわかりやすく重厚・キャラクターも世界観とマッチしていて惹き込まれる。細かい小ネタや探索性もオクト〇ストラベラーのほうが面白かった。崩壊スターレイルが優っているのはグラフィックという1点のみです。",2,2023-05-01 03:30:04
タルタルソース改,"これに1をつける人はよく分からないとして2や3はまだ分かる
このゲームは原神と違って最終的なやり込み要素は開拓力の量で決まってしまい原神をやってた人がやるとちょっとこれじゃない感があると思う。
でもターン制の部分はちゃんと凝られてて速度を速くしたりキャラの特性を活かした装備を装備させれば面白い戦いができるから頭を使ったり面白いことが多いから文句を言ってる人はこのゲームが向いてないだけだからやめた方がいい。
つまり何が言いたいかって言うとこのゲームはターン制がハマるかハマらないかの2択ってこと
俺みたいにこういうのが好きな人は5や4だと思うしハマらない人は2、3ら辺だと思うだから一回やってみる方がいいと思った。みんなやろこのゲームガチャシステムも楽だしストーリーもわかれば面白いから楽しも。
長文失礼",5,2023-08-13 16:14:24
どるもる,"個人的には評価5の文句なしのゲーム
レビューみて確かにチュートリアル長いし、ガチャの確率低いけど、最初の原神と別に変わらんくね？って思っちゃった。そこら辺は配布とか石貯めれば完凸出来る用になるし、まだ数日しか経ってないのにそこを決めるのは、早すぎると思いました。

オートがやりづらい話がありましたが、オートするほど戦闘つまらないですか？自分は、スキルと必殺技を出すタイミングによって敵の行動順が変わって不利になったり有利になったりするから手動でやるからこそ面白かった。周回も手動の方が圧倒的に早いし、時間もかからないです。控えめに言いますがきっと頭が悪いんでしょう…編成も星5がさいきょーって思ってる可哀想な人達です…冗談です。

まぁ私はこのゲームは面白かったって言えます。",5,2023-04-30 14:46:33
あるぇれ,"結局のところはp2wのガチャゲーでS tierのキャラ完凸させるくらい金ぶっ込まないと無理無理。

完凸にトータル7体、1体平均2万〜×7 ＋武器も同様同様っと、、、別のレビューでレベル40で高難易度攻略とか勘違いレビューしてる人はエアプ。

高難易度は1パーティだけじゃなく、強さに応じて同様のアタッカーヒーラータンクバッファー用意が必要になる！飯食う金が有り余ってて時間暇すぎてタヒる人向け。ストーリーも凡くらい。

デザとキャラと声優はとても良いが主人公にバット持たせんなよ。
pcでやれる人はpcでやっとけ、スマホでやると肉焼けるぞ。あと配布石はない、買え。
無料ガチャ？そんなもんないに等しい。

金でマウント取れて幸せになれる世界だ。
それではレッツ課金",3,2023-07-02 19:40:18
妖怪凝視,"ターン制のバトルシステムなのでアクション苦手な人でも遊べる。一部を除いて倍速とオート有り。

属性意識した初期キャラと確定でもらえる星5キャラのみで最後まで進めたので現状は無課金でもストーリークリアまでは問題無い。

キャラデザがどれも似通っていてあまり魅力を感じられなかった。無難なキャラクターが好きなオタク向けの印象。

テキストと専門用語が多いので、サブクエはほとんど頭に入ってこない。

グラフィックとマップの作りこみは素晴らしい反面、サブクエの作業感と膨大なテキストでの手抜きが否めない。

開拓レベルというのを上げないとキャラをレベルアップさせる事が出来ないので、今出ている分のストーリーをクリアした後は毎日ログインしてデイリー消化するくらいしかやる事がない。",3,2023-05-01 16:05:02
なつ1478,"中華系にしては追わせるシナリオとノンストレスなオートバトルで最初のうちは快適に遊べるがメインストーリーが終わると急速にやることがなくなる

厳密にいうとやること=育成は無限にあるのだがそのためのスタミナがまるで足りない
多少石を割っても同じ。そもそも割る回数に制限がある
どれだけ課金してもリソース不足は解消出来ないためキャラを引く気にもなれない、育てられないから

また待望の初イベントも何かの冗談のような出来
修学旅行のバスの中でやらされるビンゴゲームの方がまだマシ

結局、始めて1,2週間もすると1日数回素材回収の周回をするだけのゲームになる

せめてガチャを回した分だけ育成リソースが手に入る仕様なら違ったと思うが

隙間時間にまったりのんびりやる人には向いてるかもしれない",3,2023-05-22 08:36:19
あきお♪,"タイトルの通り育成ゲーです。
開拓レベルを上げてコンテンツを解放してひたすら育成をする。
育成したキャラで裏庭攻略を目指す。

今後、キャラや遺物が増えていくのでキャラによっては再評価されたりする…

あれ？原神と一緒じゃね？って思った人はその通り！！
キャラを育成して螺旋攻略するのと同じです笑笑

原神と違いコマンドRPGなので被弾などを考慮すると遺物厳選もかなり厳しく更に遺物周回は１回開拓力40と消費も激しいので石割りが必須となります。
表庭の後半から２パーティー必要なので最低8キャラ育成するのでひたすら素材、経験値本、信用ポイント集めの毎日になります。

課金をして石割り育成するも良し、無課金でのんびり育成するも良しって感じのゲームです。",4,2023-06-05 07:31:25
youshusama,"システムが某国産RPGを簡略化したもの
深いと言うレビューが多いですが、既に作られたもののオマージュです
一日何時間も微量の強化素材を集めて毎月2〜3万課金して1キャラ引くくらいなら、キャラ編成の幅が楽しめる国産の買い切りRPGやります

運営方針としても、ローカライズの力の入れ方に見て取れてしまう
「オタク文化が好き」だけど、作品文化は全く興味がないので見てくれと声優だけ豪華であれば満足といった仕上がり具合
各セリフの掛け合いのズレと、そもそも日本語の怪しさがキツすぎる上に、ストーリーも薄っぺらい勧善懲悪もの
そこに運営お気に入りのこだわり豪華声優陣！の温度差
これを評価してるのは、今まで拘って作ってきた日本のゲーム会社を理解出来ないと人間だけです",1,2023-05-15 15:19:08
mjuph,"基本無料でここまで練られたゲームがあるんだなと感服しました。。。

まず操作性がいい。スマホ操作って部分のやりにくさは感じるけど、ゲームそのものの操作性はバッチリ！
基本的にiPad Air第五世代でプレイしてて、読み込みの遅さなどはほとんどない。バッテリーの減りが控えめなのも良い！

ストーリーや世界観も気に入った。主人公がかなりイカれてる奴なのが面白い。
キャラデザはすごくいい。アスターさんがかわいい！

気になる点としてはゲーム内の用語や馴染みのない言葉(中国語なのかな？)が多いので戸惑う時があるのと、強化するものが多くて把握までが大変という2点くらいかな。

ガチャは渋いと感じるけど、配布や星4キャラが皆かわいい&かっこいいので微課金でも十分に楽しめる！",5,2023-05-08 15:53:59
ごむまりころころ,"解放されているメインクエ最後までやりました。
無課金でも配布キャラのみでクリアできますが、かなり歯応えを感じます。
ボスに対応した★5キャラがいなくても、なんとかなるバランスを引き続き保ってくれたら面白く遊べると思いました。

ストーリーは並…なろう系よりひと昔前のラノベっぽさを感じるので、そういった類が好きな人はいいかもしれません。
固有名詞が多く大半が説明もされないので、読み物としてのテンポがイマイチです。
壮大な世界観を提示されても、感情が置いてきぼりを喰らいます。
重ねて　誤訳、誤字脱字、日本語的でない組版、常用しない熟語の使用…
ちょっと意識してもらえるだけで、ぐっと世界観が分かりやすくなるのに惜しいな…と思って星−1にしました。",4,2023-05-08 06:04:28
あわびの片思い,"崩壊3rd、原神をプレイしてこちらにも手を出しました。
1  ストーリー
最初の方は固有名詞多めでわけわからんと言った感じでしたが、一章中盤〜最後はとても面白かったです。賛否両論あるのは面白いと感じるまでに時間がかかるのが問題なのかも…。
2  探索
原神より探索要素は軽め。サクサク進められるのが楽しいので好みが分かれそう。ガッツリやりたいと感じる人には物足りないかも。
3  ガチャ
原神とほぼ同じ。闇鍋だのなんだの書かれてますが、こちらは50連で星5がもらえるのでかなり良心的かと。また、天井引き継ぎがあるので言うほど渋くない。配布キャラが強いので星5を当てなくてはいけないというわけでもない。
4  グラフィック
安定のクオリティ。綺麗！！",5,2023-05-01 22:33:53
しび。,"めちゃくちゃおもしろいんだけど限定ガチャが天井ですり抜けて心底頭に来てるので⭐︎4評価
でもおもしろいのでガチャの排出率が泣けるほど低くても全然いいよって人はまず遊んでみましょう

細かい読み物がとにかく多いゲームです
NPCの癖が強くて、会話が豊富すぎる
かなりの数のNPCとそこそこの人間関係を築いて、クエスト以外でも物を頼まれたりするのが楽しい
会話の選択肢によって相手の反応が変わるのもいい
挙げ句の果てにゴミ箱相手に長々と会話したり選択を迫られたりする(かなり訳わからんけどおもしろい)

翻訳しょぼいって言ってる人がちょこちょこいるけど自分は感じなかった
難しい言葉使いすぎ問題はあるけど、そこはほよばのお約束だから仕方ない",4,2023-05-19 23:00:07
魚の練り物,"最初はストーリーで何言ってるのか全然わからないし面白味も感じないかで辞めようかな？と思ったりしていたが、ストーリーガチャ50連が20%オフで星5が1体確定で出るしレベル報酬で簡単に回せるのでもう少し続けてみようと思えた。
ヘルタ編は訳もわからずプレイしていたがその後から次第にストーリーが面白くなっていきキャラも好きになっていった。そして戦闘システムも強敵と戦うのは楽しいし回復キャラも配布してくれているし、星4の必殺技も迫力がある。
周回もオート+2倍速でストレスフリーでサクサク回せる（雑魚の戦闘も然り）
正直原神と一緒で最初はやること少なくて冒険ランク上げるまでやること少ないのかなとか思ってたが杞憂だった。
これからも期待してます♪",5,2023-05-09 20:30:23
きむちのきむちゃん,"崩壊3rdほぼ未プレイだけど、キャラもストーリーも世界観も一瞬で虜になりました。

 プレイ感は原神に近いです。 
というかほぼ同じに感じました。
違う点としてバトルがコマンド性なだけ。

 50連で星5キャラ確定はすごくありがたい。 
 リセマラはオススメしません。 50連するには、15ランクにならなければならないのですが、そこまで少し長いです。

不満としては、敵の防御ゲージがうざいことかな。
レベル格差があれば、気にすることは無いのですが、弱点属性じゃなきゃ壊せないのと、ターンが終わればすぐ回復される。
これのせいで毎回負けてしまう。
まだ最初だし、キャラも軽々レベル上げはしたくないし……。

 
探索楽しいし、これからが楽しみです。
新キャラが待ち遠しい。",5,2023-04-28 06:19:33
たならわまかゆな,"上手くバランス調整がされており、ここまで作り込まれているソシャゲーは初めてやりました。
Fate/Extraに強く影響を受けていることが見受けられます。

数要素の多くが深く絡み、あらゆるアイテムやフィールド上で使用可能な技、バトル中の戦略で幅を広げています。
フルプライスの和ゲーでも、ここまで作り込む事自体珍しい昨今においてかなり驚かされました。

ただまぁ、レベリングして殴る以外攻略法が無いところもちらほら。
特にメインストーリーはその傾向が強いです。
そのおかげで、育成を疎かにしてしまう事が少ないので、強制的にキャラが強くなり、ユーザーのゲーム習熟度も上がっていくという、上手いゲーム作りがされています。",4,2023-06-06 22:51:04
入野ピリ子,"リリースからずっと楽しみにしていました 。リリースし最初までは楽しかったですが 、石が全然溜まりません 。イベントも全然来ないし、まぁ始まったばかりなので仕方ないと思います。自分的にはストーリーはワクワクして見ていました。後バトル 、こちらは育成不足なのであまり言えませんが、hp削られ過ぎるかなと思います…(これは絶対育成不足) そしてバトル中、途中で落ちてしまいます。 

期待をしすぎてしまいました。ストーリーはいいのに、ガチャが凄く残念です。毎回すり抜けるし、puキャラ欲しかったら課金しないと来ませんね。イベントもこれから沢山来て欲しいです。 まだ某大人気オープンワールドゲームをしてた方が全然いいと思います。

長文失礼致しました。",1,2023-06-15 23:31:24
アッアー///,"初めてほよばのゲームをリリースからやりました。
原神しかやっていなかったのですが、比べさせて頂きます。
まず会話内容と共にキャラの口元が動くの本当に可愛くて素敵です。感動しました。
2つ目は、 走りに必要なスタミナゲージの上限がない事です。これで私も走り回れます。素敵ですね。感動しました。
3つ目はガチャです。初心者限定によくあるガチャ、原神では最高20連、そしてノエルは確定獲得でしたが、スターレイルは最高50連、そして50連回せば星五キャラ確定獲得です。その他ガチャの天井も低くなっており、学生の私には有難いとしか言いようがありません。

まだまだストーリーは進めている途中ですが、
きっとこれから先も楽しいに違いないですね🥰
応援してます",5,2023-04-26 09:04:07
まなかああやさはら,"ゲーム自体はわりと面白くキャラデザも可愛い子が多くて魅力的だと思う。

ストーリーも、難解な単語や専門用語などが多々出てくるが声優さんの熱演や翻訳がある程度しっかりしている分そこまで気にはならないレベルだった。今後の展開がとても気になるいいお話だと思う。

ただ戦闘画面のコマンドがばらついていて戦闘中常に画面全体を見なければいけないので少し疲れることや、戦闘後のリザルトが出てこないので達成感が少し薄れるような感じがするのは不満に思う。

しかし、冒頭でも述べたようにゲーム自体は面白く、エフェクトや必殺技も爽快感がありとても気持ちがいい。

ガチャに関しては私は所謂強キャラにあまり興味がないのでなんとも思っていないが、救済措置があるとはいえまぁ渋い方だと思う。",3,2023-07-25 01:56:42
Vani125,"SFは好きなのでストーリーはそこそこ好きな方です。スマホやタブレットで出来るゲームとしてグラフィックは素晴らしいです。 

ただゲームシステムが致命的でコマンドバトルなのに選択肢が通常攻撃とスキル一個、必殺技一個しかなく非常に単調です。オート周回させるゲームとして少ない方がいいのかもしれませんがそれなら必殺技アニメのオフ機能とか欲しいところです。同じボイス同じ必殺技アニメを何度も見ていると何のために毎日オート放置してるんだろう…と我に返ってしまいます。

話題作なのでプレイしていますが現状はただイベントを待っているだけでイベント内容次第ではアンインストール候補です。 追記　イベントもつまらないのでアンインストールしました",2,2023-05-25 07:15:05
あるとねくすとじゃぱん,"低評価レビュー見て尻込んでたが、やってみたらおもろすぎてびびった。やっぱレビューは参考にするべきじゃないなと思いましたまる。

わけわからない言葉沢山出てきますが、このゲーム辞書みたいなのをどこでも開くことができて、それ見て理解しながら進めると作中のキャラより詳しくなって、楽しめます。

戦闘システムも、オート進行もそこそこ頭が良ですが、ボス戦はオートで進められないので自分でコマンド選ぶんですがバフ、デバフ回復をどう回すか、相手の次の攻撃タイミングなど考えることそこあり楽しいです。

ある程度課金した方が楽しめるゲーム性なのは間違い無いので、ある程度資力がある社会人には特にお勧めできると思います。

神ゲーです。",5,2023-05-10 05:30:23
ヤトリシア,"このゲームをやらないことには現在、未来へ向けてのゲームを語れない。

やはりボリュームが凄い。あと自分のペースで進めていくので課金は自分のペースで無理せずにとゲーム内でミホヨからよくツッコミが入ります。他のゲームだと課金しろしろなので全くの逆です。

キャラは好きなキャラを鍛えてで十分進んでいけるかと思います。沢山キャラがいきなり出てくるのでその中からどのキャラを鍛えていくか考えたり賭けたりするのが楽しさかと思います。市井の攻略サイト見なければそういった楽しさも味わえます。まあ時々市井の攻略サイトでキャラの強さとか議論されてますけど以外な使い方で変わったりしますので本当に好きなキャラで進めるのが後悔しないかと思います。",5,2023-04-30 14:15:12
かさなはmk2,"原神も結構やってますが、正直アクションよりターン制RPGが好きな自分としてはターン制版原神を心待ちにしてましたし、期待通り面白いです！

コマンドがシンプル過ぎると言われがちですが、コマンドが増えれば増えるほどモッサリするのでアプリゲーですしこれで良いと思います。

それに現時点でいるキャラだけでも組み合わせでかなり幅がある戦いが出来るので、この辺りは原神同様に戦う相手を理解した上でレアリティよりも適したキャラ編成をするという要素の方が大きいかもしれません。

シナリオに関しては最初は意味わかりませんでしたが、1章、2章にもなるとそこまで複雑な固有名詞も出てこなくなったので普通に楽しめてます。",5,2023-04-28 18:28:52
おばーばきらりん,"崩壊シリーズを過去に一度プレイした際に
自分との相性があまり良くなく、
すぐ辞めてしまったのですが、
友人に勧められ、とりあえずやってみたところ、ドハマりしました。
まずキャラデザがめちゃめちゃいい。
一人一人に愛着が湧きますし個性的なキャラが
多いので名前も覚えやすいです。
また、ストーリーも面白く気づいたら
第2章までいっていました。恐ろしい(いい意味で)
ガチャも良心的です。
今はゼーレのピックアップ中ですが私は
運良くお迎えすることができました。
しかし、⭐️5を当てずとも⭐️4キャラは
手軽に凸ることができますし、何より強い。
ターン制にはすぐ慣れます！！
今すぐみんなも旅に出よう！！！！！！",5,2023-04-30 06:42:27
旧一,"寄り道クエ等も出なくなりガチャも全然回せなくなったがこれまでで確定以外では全く期待出来ないことが分かっているのでガチャでは課金する価値はないですね。
画面は表示されているものが多すぎ、バトルも戦略というほどのものは無くバランスがまだまだ悪いです。
ブラックアウトすることは無くなったがしばらくすると動作が重くなり、熱くなりやすくなった気がする。

デイリークエでお使いさせられますが内容もつまらないのでマップ上にあるパズル系のもの方が良いと思いました。

公式でマップの宝箱の位置やログインボーナスをもらえるサイトをしているのは良いと思うのでもっとわかりやすいところに表示されるようにした方が良いのでは。",2,2023-05-20 19:14:30
雨酷すぎ,"現状ストーリーは攻略済みですが手に入る配布石使って70だったか80回の確定⭐️5の一枚のみでした。

まぁガチャは運だし確率は表記してるので文句は言いません、ですがストーリーがわかり難い！
特に2章の文章内での漢字漢字漢字、、、丹なんちゃら、丹なんちゃら、、、名前なのか地名なのか組織名なのか非常に分かり難いよ、キャラ名くらいカタカナで統一して欲しかったよね。
現行ストーリー等終わらせて出た感想が「疲れた」でした。
某配信者が褒めてたゲームでしたが自分には面白さより疲労の方が上まったのでアンストします。

最後に良い所ですが限定ガチャ引きまくって完凸したフックちゃんはとても頼りになりました！！",1,2023-05-11 19:26:02
大神 護,"RPGなのに3DMAPで広いくせにアクションも中途半端。ジャンプ1つ出来ません。ダッシュか多少の攻撃だけ。移動も視点クルクル回す必要あるんだから、スマホでやるようなもんじゃないよ。
戦闘も急かされてゆっくり考えるようなもんじゃないし、対戦要素ないようなら、大人しくニンテンドーSwitch辺りで開発すれば良いのに、ガチャで稼ぎたいからって、スマホゲーにしたくせに、そのガチャも星5が出現率1％以下とか舐めてんのかと。
リセマラもやりづらい仕様で個人情報収集しようとしてるし、放置なんて出来ないのにスマホゲーとか、悪い部分挙げればキリが無いよ。

ホント、プレイヤーを楽しませる為じゃなくて、金稼ぐ為のゲームって感じ。",1,2023-04-26 16:34:00
あかとくろのまっきー,"人によっては合う合わないはあるかもしれないです。
なので特に、好評と不評で言えば他の参考になった方と似た好評でして不評の場合だと進めていく上で読み物などがたまに？日本語が妙な所があるぐらいでしょうか…特にまだ始まったばかりなので今の所は何とも言えず…様子見です。(誤字があったらスミマセン)
　補足　
専門用語などはアーカイブである程度見直せるのと
ガチャに関しては運良く引きが良いので何とも
言えないけど他のアプリゲーだと天井がそもそも無い
所もあるみたいです…参考になるかはわかりませんがレビューなどを見て判断するよりも実際にゲームをプレイしてみても良いゲームだと思っています。",4,2023-05-09 17:30:34
アルにゃん,"開拓レベル20程までやったが戦闘は奥が浅く爽快感も無いためイマイチ。
技が少ないのでキャラ作成にかかる時間は短くできるんだろうけど面白みが無く本末転倒。

フィールド移動の操作性が悪い。
ダッシュ状態から止まる時に慣性が掛かってすぐに止まれないのがストレス。
フィールド作成のコスト抑えるためかジャンプも無いので物足りない感じがする。
選択できる対象が近くにある場合の不便さも原神そのまま。
原神の悪いところがそのまま残っている。

遺物とかいう原神で苦痛だった聖遺物システムがそのまま存在する。

ターン制バトルと聞いて不安だったが的中した。
10年、20年前のポチポチゲーみたいな感じ。
グラフィックだけは良い。",2,2023-04-29 09:33:42
いるねんねんねわ,"本当に必要ですか？恒常ラインナップだとしても最高レアリティのキャラクターですよ？

恒常ガチャ初回天井が姫子モチーフ
2回目が姫子
どちらも80連前後でした。原神で慣れてますし最高レアリティの排出確率については特に思うことはありません。
ですが、露骨なハズレキャラ･武器が貴重な天井で押し付けられたことでモチベーションが著しく低下しました。
まだキャラクターが少なく、少しでも強いキャラが欲しい今、星4と同等かそれ以下の火力枠が来たところで…特に知恵は景元と彼の武器を持っているので尚更比較すると…
このような残念なガチャ結果自体も、運営さんによる姫子･姫子武器のようなキャラクター性能の調整にもガッカリです。",1,2023-05-24 14:59:56
足の裏みたいな顔,"インストールして3日目ですが毎日開くとログインエラーでアプリを入れ直さないと解決されないのを直して欲しい。（SNSでログインできないと書き込んでる方が沢山いるのでこちら側が原因ではない可能性が濃いと判断して書いてます）
そしてストーリーのキャラたちの会話をスキップする機能を1部ではなく全てに追加して欲しい。
ストーリーを楽しみながら進めたい人と自分のテンポでスラスラ進めたい人のニーズに応えてるゲームは沢山ある中で、なぜスキップ機能を追加せずにリリースしようと思ったのか分からない。
キャラは可愛いし原神の戦闘操作が好きじゃないから勢いのある会社がポチポチゲー出してくれて感謝してるですます。",2,2023-05-25 01:19:19
なかたなあなひ,ガチャですが確かに最初の方は確率が低いですが原神同様ほぼ天井みたいなものがあって90連天井ですが実際には80前後で星5がでます、無課金でも開拓レベル35までに星5が3回出る程度には石の配布量も多いですしチケットも結構手に入るのでガチャストレスは少なめかもです、ストーリーも最初はよくわからないけれどやっていくうちに面白くなって行くのでストーリーも良、戦闘に関してはターン制で必ず敵の攻撃も喰らうので育成と敵キャラとの相性等考えないと勝てない事もあります、原神の様なレベル低くてもPSでなんとかなる感じでは無いので育成がめんどくさいとか考える人には向いてないかもですね、素材も結構集めないといけないので。,5,2023-05-11 00:30:27
タコ＝さん,"キャラはとてもかわいい。
戦闘はよくあるターン制のコマンドRPG、弱点を突くシステムとかもあるけど攻撃する属性もキャラによって決まっているから戦略の幅を広げるにはキャラの編成を変えるしかない。キャラを増やすには基本的にはガチャを回すしかないから課金しないなら初期キャラとたまたま当たったガチャキャラでゴリ押しするしかない。
無賃乗車ユーザー、お前列車降りろ！
ストーリーは序盤は専門用語のラッシュで理解しにくい。進めれば楽しくなるのかもしれないがこの戦闘システムだとそこに辿り着くまでにやめる人も多いと思う。
街のオブジェクトを調べた時に変なコメントが出たりするやつはちょっと好き。",2,2023-04-27 06:14:58
Bernsteinfarbe,"崩壊3rd譲りの派手な演出×原神譲りの広大な世界観×王道なターン制コマンドバトルシステム(FFXっぽい)の絶妙な組み合わせが見事刺さりました。

原神長続きしなかった理由に「楽しいけど手を止める暇がない。ゆっくり考えることも途中で別のことに気を逸らすのもできない」というのがあったが、このシステムで見事解消。バトル中に手を止めてもいいし、シンボルエンカウントなので敵から離れれば道端で手を止めてもOK。バトルもオート化できてよりスマートにプレイできます。

まだ配信して間もないですが、冒険Lv、世界Lv、キャラLvが原神並に上がるのでインフレが心配ですが今後もやっていきます。",5,2023-05-15 09:52:20
何かもう全てが尊くなってる,"ターン制なので3Dアクションが苦手で3rdも原神も手を出してないって人にもオススメ！！

最初の数回だけできるガチャはチケットの必要数が恒常より少ないので引きやすいし強いキャラも出るだろうからストーリーで詰むことは無い……はず！
体感で言うとキャラの排出率が高めかも、

ストーリーかなり好み！初っ端の宇宙ステーションで脱落する人割といるけど、その次の星がありえないくらい面白いからとりあえずヤリーロVIまでやってほしい！！

主人公が男女関わらずどっちもかっこいい！けど、かなり変人だからそこのギャップに惚れる。愛着もかな〜り湧く！！！

とにかく迷ってるならやってほしい！！！！",5,2023-06-07 07:40:34
自分の意思とは異なることをしてるうましか,"原神とは違う感じでかなり3rdっぽいです。グラフィックも3rdのをよりよくした感じで、原神とはちょっと違う画質です。ストーリー・キャラ的にも3rdの派生みたいなものだと思うので、3rdやってる人はこのキャラおるー！！！ってなると思います。ストーリーはまだリリース直後なので3rdとどう繋がっていくかはわからないので今後に期待しておきます。個人的にテキストが少し小さく読みにくい所や、自分がやってる限り、原神みたいなワープがないのでストーリーで別のマップに移動した際に前のマップに戻れないのが不満だなと思います。
ほんとにリリース直後なので開発がまだまだだと私は思うので今後に期待です！！！",4,2023-04-26 23:40:45
☀︎りぃ☁︎,"崩壊3rdプレイヤーなので、その続編というバフがかかっているからストーリーも楽しい。ファンサービスで崩壊の小ネタが散見される。
「原神をやっているから」という理由で始めた人はつまらなさそうだし合わないと言っている人が多い。全く方向性の違うゲームなのに、無理して続ける必要はないと思う。
ただ、崩壊学園や崩壊3rdにあったキャラクターの深掘りやシステム面の良さが、すべて原神色に塗りつぶされていてシリーズ目当ての人もついていけない部分がある。ストーリー展開のためにではなく、ガチャに出すためにキャラクターを作る方針になってしまった。
原神の客を取り込もうとしすぎている。",4,2023-05-18 05:11:51
あかなやまてせらや,まだ始めて間もないですが、取り敢えず今の所は課金の必要性を感じません。ストーリーはほぼフルボイス付きでとても楽しめます。戦闘は完全にターン制、マルチ要素なし。アニメを見ている感覚で一人で黙々とRPGを楽しみたい方にはとてもおすすめです。ストーリーがとても重厚ですが、哲学的というかなんというか、難しい話しが多々ありますのでそういうのは飛ばしてます。（飛ばしてもストーリー進行には支障ありません）ガチャは無課金でもそこそこ引けて、攻略サイトでSSと評価されているキャラもしっかり引けました！こんなにすごいゲームを無料でやらせてもらうの申し訳ないので、その内お礼課金しようと思います。,5,2023-05-07 15:31:58
気になるあいつ,"クオリティは高い。
キャラクターはミホヨの過去作品から丸パクリしてきたキャラを劣化させた感じ。
戦闘システム、育成システム、高難易度コンテンツも特に新鮮味は感じられない。

ストーリーはつまらない。
つまらないだけなら良いのに、なんとスキップが出来ない。
どうしてこのストーリーをスキップさせずに読ませたいと思った？
しかもストーリーから解放されてやっと遊べると思えば、ちょっと歩いたらまたストーリーが始まる。
これではキャラクターの魅力なんてとても伝わって来ない。

ユーザーの財布に配慮して、キャラクターが欲しくならないようわざとつまらないものを作ったのだとしたら、とても良心的と言えますね。",2,2023-04-27 07:28:22
だれだろうね_(:3 」∠)_,"ほんとはもっと評価低く書くつもりだったんだけど問題が解決したんで高評価つけてあげますよキャラ可愛いしストーリーもいいし何よりカフカがとてもいい！、だけど良過ぎて最近原神の方をする時間がなかったんだよ！どうしてくれんだよ！
だけどまぁ、今実装してるのは全部やりきってるしレベルももうほとんど上げ切ってすることがほんとなにも無くなったせいで、まだ原神が始められるようになったんでよかったけど、でもただまぁやることが無さすぎるんでできればもっとできること増やして欲しいなと思ったね、いやもうほんとストーリーも何もかも最高すぎるんで早くする続きしたいです！！楽しみにしてます！_(:3 」∠)_",5,2023-05-14 14:36:35
良い物だけに悪い点が目立つ,"iPhoneでプレイ中です。
　4／29現在の感想です。

・ファストトラベルが結構使い易くて良い。

・Ulと指で色々邪魔して見辛く感じる。
・一戦闘が長い。
・ガチャが闇鍋　(課金しないと凸は不可能だと思います)
・原神とよく似た顔で武器と服装シャッフルしたような印象を受けました。
・現在プレイしている段階だと、経験値稼ぎが出来ないのでキャラ育成が辛い。(今後出来るかも分かりません)
・好みのキャラのみで進もうとすると属性的に不利になり易くで好みの出ないキャラを使わなければならない為とても辛い。

もう少し頑張れそうですが、課金に踏み込める何かがない為、きっかけがあれば直ぐ引退しそうです。",2,2023-04-29 11:59:52
aserora_000,"開拓レベ40、サブクエメインクエ全消化済み、めっちゃハマりました

世界観的にはスペースオペラで銀河鉄道999ちっく、宇宙ステーションの時点ではそれほど面白くなかったがヤリーロに着いた途端面白さが爆上がり
異星の環境や街並み、様々なNPCにそれらが巻き起こすメインストーリー、サイドストーリーがSF好きの心を捉えて離さない

戦闘もシンプルながら奥深く爽快感も抜群、原神の時はめんどくさかった移動とデイリーもストレスフリーになっている

欠点を挙げるとしたらガチャの渋さくらいか、ただ無課金でも強キャラが配布されるので詰むことは無いだろう

ストーリーの更新が楽しみ過ぎる、待ち遠しい",5,2023-05-10 08:13:58
Sniper Kero,"このゲームのメインは戦闘ですが、それが致命的に面白くありません。
戦闘では攻撃・技・必殺技の3択しか選択肢が無いのでゲームとしての拡張性もありません。戦略も敵の弱点に合わせた属性キャラを持っているか否かしかなく、極限まで脳を使わないゲームバランスに仕上がっています。
ストーリーは意味不明な造語だらけでラノベ未満の内容を延々と見せられます。せめてスキップさせて欲しかった。
そもそも何故2023年にスーパーファミコンレベルの内容のゲームを超豪華グラフィックで作ったんでしょうか？
開発陣は自分でプレイしなかったんでしょうか？正直スマホゲーム初期にリリースされたゲームのリメイクかと思いました。",1,2023-04-29 18:38:49
さきのめ,"崩壊3rdの銀翼がハッカバニーになってて混乱した。崩壊3rdやってる人や原神やってる人ならわかるが。
 今はガチャ率は高めだと思ったわ。（私的に） システムは原神そのもの。 
カクツキは特になかったので評価できました。 崩壊3rd（キャラ）と原神とNieRとかMIXした感じ。
好き嫌い分かれるみたいだ。
やってる人が文句、やってる人で絶賛このように微妙なユーザーがいるみたいですし。

グラフィはまだまだ伸び代してくれるとありがたい。リリース時期がちゃんとGWとか考えて出したので評価あります。（真実？）
私的にはあんまり合わなかったので、皆さんがガチャで良いもの出ると良いですね。",3,2023-04-28 17:11:45
